carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
principal,term_convertible,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,528.01,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,56,fully_underwritten_term,fully_underwritten,12,0,0,28,2026-08-18
symetra,symetra_term_5_0,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,531.33,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,56,fully_underwritten_term,fully_underwritten,13,0,0,28,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,555.04,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,56,fully_underwritten_term,fully_underwritten,14,0,0,28,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,563.2,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),56,fully_underwritten_term,fully_underwritten,15,0,1,28,2026-08-18
corebridge,qol_flex_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,563.2,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,56,fully_underwritten_term,fully_underwritten,16,0,1,28,2026-08-18
prudential,essential_term_plus,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,577.07,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,17,0,0,28,2026-08-18
north_american,addvantage_term_gen_9,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,586.52,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,56,fully_underwritten_term,fully_underwritten,18,0,0,28,2026-08-18
moo,term_life_answers_brokerage,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,596.2,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,19,0,1,28,2026-08-18
minnesota_life,advantage_elite_select_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,597.08,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,56,fully_underwritten_term,fully_underwritten,20,0,0,28,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,602.44,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,21,0,0,28,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,602.44,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,56,fully_underwritten_term,fully_underwritten,22,0,0,28,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,614.99,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,56,fully_underwritten_term,fully_underwritten,23,0,0,28,2026-08-18
john_hancock,vitality_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,635.44,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,56,fully_underwritten_term,fully_underwritten,24,0,0,28,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,638.0,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,25,0,0,28,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,669.96,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,56,fully_underwritten_term,fully_underwritten,26,0,0,28,2026-08-18
john_hancock,protection_term,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,677.76,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,56,fully_underwritten_term,fully_underwritten,27,0,0,28,2026-08-18
national_life_group,lsw_20_g,NE,55,female,0,20,3000000,3000000,preferred_plus_nt,685.08,3000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 20-G,56,fully_underwritten_term,fully_underwritten,28,0,0,28,2026-08-18
transamerica,trendsetter_super,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1007.25,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,56,fully_underwritten_term,fully_underwritten,1,1,1,6,2026-08-18
prudential,essential_term_value,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1130.94,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,56,fully_underwritten_term,fully_underwritten,2,0,0,6,2026-08-18
protective,protective_classic_choice_term,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1156.85,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,56,fully_underwritten_term,fully_underwritten,3,0,0,6,2026-08-18
prudential,essential_term_plus,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1243.82,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,56,fully_underwritten_term,fully_underwritten,4,0,0,6,2026-08-18
moo,term_life_answers_brokerage,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1277.32,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,56,fully_underwritten_term,fully_underwritten,5,0,1,6,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,55,female,0,30,3000000,3000000,preferred_plus_nt,1281.8,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,56,fully_underwritten_term,fully_underwritten,6,0,0,6,2026-08-18
prudential,essential_term_value,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,645.32,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,61,fully_underwritten_term,fully_underwritten,1,1,0,25,2026-08-18
transamerica,trendsetter_super,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,650.25,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,61,fully_underwritten_term,fully_underwritten,2,0,1,25,2026-08-18
prudential,essential_term_plus,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,674.19,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,61,fully_underwritten_term,fully_underwritten,3,0,0,25,2026-08-18
banner,opterm,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,685.2,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,61,fully_underwritten_term,fully_underwritten,4,0,0,25,2026-08-18
pacific_life,promise_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,685.21,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,61,fully_underwritten_term,fully_underwritten,5,0,0,25,2026-08-18
protective,protective_classic_choice_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,686.23,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,61,fully_underwritten_term,fully_underwritten,6,0,0,25,2026-08-18
principal,term_non_convertible,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,693.27,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,61,fully_underwritten_term,fully_underwritten,7,0,0,25,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,695.36,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),61,fully_underwritten_term,fully_underwritten,8,0,1,25,2026-08-18
corebridge,select_a_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,695.36,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,61,fully_underwritten_term,fully_underwritten,9,0,1,25,2026-08-18
symetra,symetra_term_5_0,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,705.99,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,61,fully_underwritten_term,fully_underwritten,10,0,0,25,2026-08-18
principal,term_convertible,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,707.14,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,61,fully_underwritten_term,fully_underwritten,11,0,0,25,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,713.47,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),61,fully_underwritten_term,fully_underwritten,12,0,0,25,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,713.47,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),61,fully_underwritten_term,fully_underwritten,13,0,0,25,2026-08-18
john_hancock,vitality_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,724.84,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,61,fully_underwritten_term,fully_underwritten,14,0,0,25,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,734.22,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,61,fully_underwritten_term,fully_underwritten,15,0,0,25,2026-08-18
north_american,addvantage_term_gen_9,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,734.36,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,61,fully_underwritten_term,fully_underwritten,16,0,0,25,2026-08-18
john_hancock,protection_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,762.36,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,61,fully_underwritten_term,fully_underwritten,17,0,0,25,2026-08-18
moo,term_life_answers_brokerage,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,763.9,3000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,61,fully_underwritten_term,fully_underwritten,18,0,1,25,2026-08-18
corebridge,qol_flex_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,779.08,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,61,fully_underwritten_term,fully_underwritten,19,0,1,25,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,779.08,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),61,fully_underwritten_term,fully_underwritten,20,0,1,25,2026-08-18
minnesota_life,advantage_elite_select_term,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,779.24,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,61,fully_underwritten_term,fully_underwritten,21,0,0,25,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,802.62,3000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,61,fully_underwritten_term,fully_underwritten,22,0,0,25,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,807.19,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,61,fully_underwritten_term,fully_underwritten,23,0,0,25,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,807.19,3000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,61,fully_underwritten_term,fully_underwritten,24,0,0,25,2026-08-18
national_life_group,lsw_10_g,NE,60,male,0,10,3000000,3000000,preferred_plus_nt,949.08,3000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,61,fully_underwritten_term,fully_underwritten,25,0,0,25,2026-08-18
banner,opterm,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1283.25,3000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,61,fully_underwritten_term,fully_underwritten,1,1,0,24,2026-08-18
pacific_life,promise_term,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1283.26,3000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,61,fully_underwritten_term,fully_underwritten,2,0,0,24,2026-08-18
protective,protective_classic_choice_term,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1284.93,3000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,61,fully_underwritten_term,fully_underwritten,3,0,0,24,2026-08-18
principal,term_non_convertible,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1298.36,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,61,fully_underwritten_term,fully_underwritten,4,0,0,24,2026-08-18
john_hancock,vitality_term,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1313.14,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,61,fully_underwritten_term,fully_underwritten,5,0,0,24,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1344.24,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),61,fully_underwritten_term,fully_underwritten,6,0,1,24,2026-08-18
corebridge,select_a_term,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1344.24,3000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,61,fully_underwritten_term,fully_underwritten,7,0,1,24,2026-08-18
principal,term_convertible,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1366.21,3000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,61,fully_underwritten_term,fully_underwritten,8,0,0,24,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1369.2,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),61,fully_underwritten_term,fully_underwritten,9,0,0,24,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1369.2,3000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),61,fully_underwritten_term,fully_underwritten,10,0,0,24,2026-08-18
symetra,symetra_term_5_0,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1388.89,3000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,61,fully_underwritten_term,fully_underwritten,11,0,0,24,2026-08-18
prudential,essential_term_value,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1406.57,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,61,fully_underwritten_term,fully_underwritten,12,0,0,24,2026-08-18
john_hancock,protection_term,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1410.66,3000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,61,fully_underwritten_term,fully_underwritten,13,0,0,24,2026-08-18
transamerica,trendsetter_super,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1443.3,3000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,61,fully_underwritten_term,fully_underwritten,14,0,1,24,2026-08-18
north_american,addvantage_term_gen_9,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1444.52,3000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,61,fully_underwritten_term,fully_underwritten,15,0,0,24,2026-08-18
prudential,essential_term_plus,NE,60,male,0,20,3000000,3000000,preferred_plus_nt,1464.32,3000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,61,fully_underwritten_term,fully_underwritten,16,0,0,24,2026-08-18
