carrier,product,state,age,sex,smoker,face_amount,health_class,monthly_premium,rank_in_quote,is_best,is_mvi_appointed,integrity_carrier,integrity_product,harvest_batch_id,source_date
transamerica,express_graded,NE,55,female,0,10000,standard_nt,75.55,48,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,55,female,0,10000,standard_nt,79.34,49,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,55,female,0,10000,standard_nt,94.33,50,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,55,female,0,15000,standard_nt,39.55,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,55,female,0,15000,standard_nt,39.95,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
cigna,primary_plan,NE,55,female,0,15000,standard_nt,42.04,3,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
americo,eagle_select_1,NE,55,female,0,15000,standard_nt,42.49,4,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,55,female,0,15000,standard_nt,43.62,5,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,55,female,0,15000,standard_nt,44.05,6,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
logo,preferred,NE,55,female,0,15000,standard_nt,46.02,7,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,55,female,0,15000,standard_nt,46.36,8,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
foresters,planright_preferred,NE,55,female,0,15000,standard_nt,47.13,9,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
transamerica,express_premier,NE,55,female,0,15000,standard_nt,47.48,10,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
logo,standard,NE,55,female,0,15000,standard_nt,49.17,11,0,0,logo,Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,55,female,0,15000,standard_nt,49.21,12,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,55,female,0,15000,standard_nt,49.33,13,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,55,female,0,15000,standard_nt,49.66,14,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
aetna,preferred,NE,55,female,0,15000,standard_nt,49.83,15,0,1,Aetna,Preferred,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,55,female,0,15000,standard_nt,53.42,16,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,55,female,0,15000,standard_nt,54.56,17,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,55,female,0,15000,standard_nt,54.8,18,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,55,female,0,15000,standard_nt,55.37,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
moo,living_promise_graded,NE,55,female,0,15000,standard_nt,55.4,20,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
aflac,standard,NE,55,female,0,15000,standard_nt,55.58,21,0,0,Aflac,Standard,2026-08-15,2026-08-15
lbl,simpl_standard,NE,55,female,0,15000,standard_nt,55.97,22,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,55,female,0,15000,standard_nt,56.01,23,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,55,female,0,15000,standard_nt,57.46,24,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
logo,superior_choice,NE,55,female,0,15000,standard_nt,57.99,25,0,0,logo,Superior Choice,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,55,female,0,15000,standard_nt,59.21,26,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
logo,graded,NE,55,female,0,15000,standard_nt,59.39,27,0,0,logo,Graded,2026-08-15,2026-08-15
americo,eagle_select_3,NE,55,female,0,15000,standard_nt,60.56,28,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,55,female,0,15000,standard_nt,62.48,29,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
foresters,planright_standard,NE,55,female,0,15000,standard_nt,63.17,30,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
lbl,mwl,NE,55,female,0,15000,standard_nt,63.92,31,0,0,lbl,MWL,2026-08-15,2026-08-15
foresters,planright_rop,NE,55,female,0,15000,standard_nt,64.1,32,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
aetna,standard,NE,55,female,0,15000,standard_nt,64.4,33,0,1,Aetna,Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,55,female,0,15000,standard_nt,65.96,34,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,55,female,0,15000,standard_nt,66.23,35,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,55,female,0,15000,standard_nt,66.45,36,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
transamerica,express_select,NE,55,female,0,15000,standard_nt,66.56,37,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,55,female,0,15000,standard_nt,67.36,38,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
gtl,heritage_plan,NE,55,female,0,15000,standard_nt,68.25,39,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,55,female,0,15000,standard_nt,69.86,40,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,55,female,0,15000,standard_nt,71.62,41,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,55,female,0,15000,standard_nt,73.79,42,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,55,female,0,15000,standard_nt,74.91,43,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,55,female,0,15000,standard_nt,80.38,44,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,55,female,0,15000,standard_nt,81.0,45,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,express_issue_graded,NE,55,female,0,15000,standard_nt,95.4,46,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,55,female,0,15000,standard_nt,107.13,47,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
transamerica,express_graded,NE,55,female,0,15000,standard_nt,111.52,48,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,55,female,0,15000,standard_nt,139.33,49,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
royal,ensured_legacy_preferred,NE,55,female,0,25000,standard_nt,63.4,1,1,0,royal,Ensured Legacy/Preferred,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,55,female,0,25000,standard_nt,63.5,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,55,female,0,25000,standard_nt,64.45,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,55,female,0,25000,standard_nt,68.28,4,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
cigna,primary_plan,NE,55,female,0,25000,standard_nt,70.07,5,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,55,female,0,25000,standard_nt,70.34,6,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,55,female,0,25000,standard_nt,70.57,7,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
transamerica,express_premier,NE,55,female,0,25000,standard_nt,73.27,8,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
logo,preferred,NE,55,female,0,25000,standard_nt,73.92,9,0,0,logo,Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,55,female,0,25000,standard_nt,76.45,10,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,55,female,0,25000,standard_nt,76.54,11,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
logo,standard,NE,55,female,0,25000,standard_nt,79.17,12,0,0,logo,Standard,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,55,female,0,25000,standard_nt,79.8,13,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,55,female,0,25000,standard_nt,80.26,14,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
aetna,preferred,NE,55,female,0,25000,standard_nt,80.72,15,0,1,Aetna,Preferred,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,55,female,0,25000,standard_nt,81.0,16,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,55,female,0,25000,standard_nt,86.24,17,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,55,female,0,25000,standard_nt,88.44,18,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,55,female,0,25000,standard_nt,89.75,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
aflac,standard,NE,55,female,0,25000,standard_nt,89.84,20,0,0,Aflac,Standard,2026-08-15,2026-08-15
lbl,simpl_standard,NE,55,female,0,25000,standard_nt,90.21,21,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,55,female,0,25000,standard_nt,91.59,22,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
logo,graded,NE,55,female,0,25000,standard_nt,96.21,23,0,0,logo,Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,55,female,0,25000,standard_nt,97.16,24,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,55,female,0,25000,standard_nt,97.97,25,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
americo,eagle_select_3,NE,55,female,0,25000,standard_nt,98.4,26,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
foresters,planright_standard,NE,55,female,0,25000,standard_nt,103.18,27,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
aetna,standard,NE,55,female,0,25000,standard_nt,105.0,28,0,1,Aetna,Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,55,female,0,25000,standard_nt,109.32,29,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,55,female,0,25000,standard_nt,110.38,30,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,55,female,0,25000,standard_nt,110.51,31,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,55,female,0,25000,standard_nt,117.03,32,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,55,female,0,25000,standard_nt,131.16,33,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,55,female,0,25000,standard_nt,135.0,34,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
corebridge,giwl_20_000_and_up,NE,55,female,0,25000,standard_nt,139.53,35,0,1,Corebridge Financial,GIWL $20;000 and up,2026-08-15,2026-08-15
logo,express_issue_graded,NE,55,female,0,25000,standard_nt,156.1,36,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,55,female,0,25000,standard_nt,176.15,37,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
transamerica,express_graded,NE,55,female,0,25000,standard_nt,183.46,38,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,55,female,0,25000,standard_nt,229.31,39,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,55,female,0,50000,standard_nt,123.4,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,55,female,0,50000,standard_nt,125.69,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,55,female,0,50000,standard_nt,132.76,3,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
transamerica,express_premier,NE,55,female,0,50000,standard_nt,142.93,4,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
logo,preferred,NE,55,female,0,50000,standard_nt,143.69,5,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,55,female,0,50000,standard_nt,152.01,6,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
logo,standard,NE,55,female,0,50000,standard_nt,154.18,7,0,0,logo,Standard,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,55,female,0,50000,standard_nt,156.0,8,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,55,female,0,50000,standard_nt,157.87,9,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
aetna,preferred,NE,55,female,0,50000,standard_nt,157.94,10,0,1,Aetna,Preferred,2026-08-15,2026-08-15
aflac,standard,NE,55,female,0,50000,standard_nt,175.48,11,0,0,Aflac,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,55,female,0,50000,standard_nt,175.7,12,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
transamerica,express_select,NE,55,female,0,50000,standard_nt,190.7,13,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
aetna,standard,NE,55,female,0,50000,standard_nt,206.5,14,0,1,Aetna,Standard,2026-08-15,2026-08-15
americo,eagle_select_1,NE,60,male,0,10000,standard_nt,43.12,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,60,male,0,10000,standard_nt,43.44,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,60,male,0,10000,standard_nt,43.75,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aflac,preferred,NE,60,male,0,10000,standard_nt,45.16,4,0,0,Aflac,Preferred,2026-08-15,2026-08-15
transamerica,express_premier,NE,60,male,0,10000,standard_nt,46.39,5,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,60,male,0,10000,standard_nt,46.62,6,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,60,male,0,10000,standard_nt,47.05,7,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
foresters,planright_preferred,NE,60,male,0,10000,standard_nt,47.06,8,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,60,male,0,10000,standard_nt,47.82,9,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
cigna,primary_plan,NE,60,male,0,10000,standard_nt,47.97,10,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,60,male,0,10000,standard_nt,48.57,11,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
logo,preferred,NE,60,male,0,10000,standard_nt,48.85,12,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,60,male,0,10000,standard_nt,49.39,13,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,60,male,0,10000,standard_nt,51.05,14,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,preferred,NE,60,male,0,10000,standard_nt,51.1,15,0,1,Aetna,Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,60,male,0,10000,standard_nt,51.11,16,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
logo,standard,NE,60,male,0,10000,standard_nt,52.57,17,0,0,logo,Standard,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,60,male,0,10000,standard_nt,53.2,18,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
americo,eagle_select_2,NE,60,male,0,10000,standard_nt,55.13,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
logo,superior_choice,NE,60,male,0,10000,standard_nt,55.22,20,0,0,logo,Superior Choice,2026-08-15,2026-08-15
moo,living_promise_graded,NE,60,male,0,10000,standard_nt,56.87,21,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,60,male,0,10000,standard_nt,58.88,22,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
aflac,standard,NE,60,male,0,10000,standard_nt,59.16,23,0,0,Aflac,Standard,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,60,male,0,10000,standard_nt,59.8,24,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
aetna,standard,NE,60,male,0,10000,standard_nt,61.69,25,0,1,Aetna,Standard,2026-08-15,2026-08-15
lbl,simpl_standard,NE,60,male,0,10000,standard_nt,61.96,26,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
transamerica,express_select,NE,60,male,0,10000,standard_nt,62.53,27,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,60,male,0,10000,standard_nt,63.8,28,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,60,male,0,10000,standard_nt,63.89,29,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,60,male,0,10000,standard_nt,66.55,30,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
logo,graded,NE,60,male,0,10000,standard_nt,66.88,31,0,0,logo,Graded,2026-08-15,2026-08-15
lbl,mwl,NE,60,male,0,10000,standard_nt,68.12,32,0,0,lbl,MWL,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,60,male,0,10000,standard_nt,68.16,33,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,60,male,0,10000,standard_nt,68.31,34,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
gtl,heritage_plan,NE,60,male,0,10000,standard_nt,69.5,35,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,60,male,0,10000,standard_nt,71.86,36,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,60,male,0,10000,standard_nt,72.04,37,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
foresters,planright_standard,NE,60,male,0,10000,standard_nt,73.81,38,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,60,male,0,10000,standard_nt,73.98,39,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
foresters,planright_rop,NE,60,male,0,10000,standard_nt,74.03,40,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,60,male,0,10000,standard_nt,74.09,41,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
americo,eagle_select_3,NE,60,male,0,10000,standard_nt,75.51,42,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,60,male,0,10000,standard_nt,76.38,43,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,60,male,0,10000,standard_nt,78.49,44,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,60,male,0,10000,standard_nt,78.74,45,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,60,male,0,10000,standard_nt,80.87,46,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,express_issue_graded,NE,60,male,0,10000,standard_nt,84.76,47,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,60,male,0,10000,standard_nt,91.74,48,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,60,male,0,10000,standard_nt,106.9,49,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,60,male,0,10000,standard_nt,114.66,50,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,60,male,0,10000,standard_nt,126.15,51,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
americo,eagle_select_1,NE,60,male,0,15000,standard_nt,62.78,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,60,male,0,15000,standard_nt,63.36,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,60,male,0,15000,standard_nt,64.03,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aflac,preferred,NE,60,male,0,15000,standard_nt,65.64,4,0,0,Aflac,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,60,male,0,15000,standard_nt,67.61,5,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
transamerica,express_premier,NE,60,male,0,15000,standard_nt,67.77,6,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
foresters,planright_preferred,NE,60,male,0,15000,standard_nt,69.01,7,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,60,male,0,15000,standard_nt,69.26,8,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
