carrier,product,state,age,sex,smoker,face_amount,health_class,monthly_premium,rank_in_quote,is_best,is_mvi_appointed,integrity_carrier,integrity_product,harvest_batch_id,source_date
transamerica,immediate_solution_preferred,NE,3,male,0,15000,standard_nt,21.66,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,3,male,0,15000,standard_nt,23.89,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,3,male,0,25000,standard_nt,33.7,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,3,male,0,25000,standard_nt,37.41,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,3,male,0,40000,standard_nt,51.75,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,3,male,0,40000,standard_nt,57.69,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,5000,standard_nt,9.67,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,5000,standard_nt,10.37,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,10000,standard_nt,15.74,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,10000,standard_nt,17.14,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,15000,standard_nt,21.8,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,15000,standard_nt,23.9,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,25000,standard_nt,33.93,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,25000,standard_nt,37.43,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,40000,standard_nt,52.13,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,40000,standard_nt,57.73,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,male,0,50000,standard_nt,64.26,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,male,0,50000,standard_nt,71.26,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,female,0,5000,standard_nt,19.38,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,female,0,5000,standard_nt,20.37,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,female,0,10000,standard_nt,45.67,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,female,0,10000,standard_nt,48.31,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,female,0,15000,standard_nt,19.38,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,female,0,15000,standard_nt,20.37,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,4,female,0,25000,standard_nt,29.9,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,4,female,0,25000,standard_nt,31.55,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,5000,standard_nt,9.85,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,5000,standard_nt,10.58,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,10000,standard_nt,16.08,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,10000,standard_nt,17.54,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,15000,standard_nt,22.32,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,15000,standard_nt,24.51,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,25000,standard_nt,34.79,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,25000,standard_nt,38.44,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,40000,standard_nt,53.5,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,40000,standard_nt,59.34,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,male,0,50000,standard_nt,65.97,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,male,0,50000,standard_nt,73.27,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,female,0,5000,standard_nt,19.73,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,female,0,5000,standard_nt,20.75,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,female,0,10000,standard_nt,30.48,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,female,0,10000,standard_nt,32.17,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,female,0,15000,standard_nt,19.73,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,female,0,15000,standard_nt,20.75,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,6,female,0,50000,standard_nt,67.26,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,6,female,0,50000,standard_nt,75.25,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,7,male,0,5000,standard_nt,9.98,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,7,male,0,5000,standard_nt,10.77,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,7,male,0,10000,standard_nt,16.34,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
transamerica,immediate_solution_standard,NE,7,male,0,10000,standard_nt,17.94,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-14,2026-08-14
transamerica,immediate_solution_preferred,NE,7,male,0,15000,standard_nt,22.71,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-14,2026-08-14
